2017341,1,6,2
2017340,7,1,4
2017339,8,5,3
2017338,9,0,1
2017337,4,4,4
2017336,7,7,5
2017335,7,0,5
2017334,9,0,5
2017333,4,4,2
2017332,8,0,4
2017331,7,8,2
2017330,4,3,0
2017329,9,1,3
2017328,0,3,0
2017327,3,5,1
2017326,4,9,0
2017325,4,0,6
2017324,6,3,7
2017323,2,8,0
2017322,4,1,9
2017321,1,8,8
2017320,5,4,3
2017319,1,0,5
2017318,8,5,6
2017317,7,7,1
2017316,7,2,3
2017315,7,9,1
2017314,3,0,0
2017313,2,3,2
2017312,1,1,4
2017311,9,7,9
2017310,1,3,6
2017309,8,7,9
2017308,7,1,0
2017307,5,1,7
2017306,8,1,7
2017305,4,2,0
2017304,1,0,9
2017303,4,9,7
2017302,2,4,1
2017301,3,9,1
2017300,0,5,0
2017299,9,2,1
2017298,2,1,8
2017297,4,6,2
2017296,9,5,9
2017295,7,2,3
2017294,7,5,7
2017293,6,6,9
2017292,7,1,5
2017291,7,6,5
2017290,2,8,5
2017289,2,3,6
2017288,3,0,0
2017287,2,8,5
2017286,5,1,2
2017285,4,3,4
2017284,1,3,1
2017283,3,5,5
2017282,5,6,8
2017281,6,0,9
2017280,6,5,8
2017279,4,5,3
2017278,9,0,2
2017277,5,5,7
2017276,8,8,7
2017275,8,9,8
2017274,9,4,4
2017273,2,6,7
2017272,9,3,4
2017271,4,2,8
2017270,1,3,5
2017269,9,3,8
2017268,5,7,8
2017267,7,7,0
2017266,2,0,3
2017265,3,7,2
2017264,9,3,3
2017263,6,7,2
2017262,9,1,2
2017261,6,8,6
2017260,0,9,5
2017259,4,8,1
2017258,3,6,1
2017257,2,3,4
2017256,3,6,2
2017255,5,2,1
2017254,6,3,9
2017253,3,2,6
2017252,3,8,7
2017251,9,5,1
2017250,1,4,2
2017249,3,0,2
2017248,8,5,6
2017247,3,7,0
2017246,7,7,8
2017245,2,8,4
2017244,0,4,8
2017243,7,5,1
2017242,2,3,7
2017241,6,6,4
2017240,5,9,1
2017239,3,8,9
2017238,5,1,7
2017237,1,3,5
2017236,9,3,7
2017235,3,6,2
2017234,8,9,5
2017233,9,5,2
2017232,0,9,1
2017231,7,4,8
2017230,5,9,8
2017229,7,0,7
2017228,5,3,5
2017227,8,8,5
2017226,9,0,3
2017225,8,0,1
2017224,2,6,5
2017223,7,7,8
2017222,7,3,1
2017221,8,5,7
2017220,2,8,7
2017219,5,1,3
2017218,9,1,1
2017217,8,1,2
2017216,0,6,3
2017215,3,6,9
2017214,3,1,3
2017213,9,8,6
2017212,7,1,6
2017211,1,2,4
2017210,2,5,6
2017209,3,5,4
2017208,8,2,2
2017207,3,3,1
2017206,3,4,4
2017205,7,7,0
2017204,0,5,3
2017203,0,7,0
2017202,9,9,6
2017201,3,5,8
2017200,8,2,7
2017199,3,6,7
2017198,7,0,3
2017197,6,8,1
2017196,1,7,4
2017195,6,8,6
2017194,4,6,6
2017193,3,5,2
2017192,4,0,6
2017191,5,6,7
2017190,8,8,3
2017189,5,6,2
2017188,7,4,1
2017187,6,1,3
2017186,0,3,3
2017185,2,2,8
2017184,8,9,9
2017183,9,9,4
2017182,1,4,8
2017181,5,6,9
2017180,3,6,4
2017179,1,5,9
2017178,7,4,4
2017177,9,7,5
2017176,2,7,6
2017175,0,0,1
2017174,4,1,4
2017173,6,9,4
2017172,5,5,8
2017171,3,4,6
2017170,8,8,1
2017169,8,5,4
2017168,1,3,6
2017167,4,7,1
2017166,4,9,6
2017165,3,3,3
2017164,3,1,2
2017163,0,0,8
2017162,3,9,8
2017161,7,9,7
2017160,2,1,0
2017159,8,7,2
2017158,2,8,5
2017157,1,7,3
2017156,2,4,8
2017155,9,3,5
2017154,3,6,3
2017153,6,0,8
2017152,7,0,7
2017151,0,7,6
2017150,1,1,3
2017149,7,3,9
2017148,7,3,9
2017147,2,9,9
2017146,5,4,9
2017145,9,4,5
2017144,5,8,5
2017143,6,9,8
2017142,8,7,7
2017141,1,1,5
2017140,6,1,4
2017139,6,9,5
2017138,1,8,1
2017137,1,1,9
2017136,8,8,8
2017135,0,7,7
2017134,3,5,9
2017133,9,2,0
2017132,5,5,6
2017131,4,8,2
2017130,6,7,6
2017129,5,6,6
2017128,0,5,5
2017127,6,2,3
2017126,4,9,9
2017125,8,7,8
2017124,0,1,5
2017123,0,0,8
2017122,0,4,5
2017121,4,3,9
2017120,2,8,4
2017119,5,0,9
2017118,6,0,5
2017117,7,3,1
2017116,8,1,4
2017115,1,6,0
2017114,1,6,7
2017113,7,4,5
2017112,6,9,5
2017111,3,3,1
2017110,2,6,6
2017109,4,8,8
2017108,5,5,7
2017107,7,2,5
2017106,9,3,6
2017105,4,2,1
2017104,5,2,4
2017103,3,5,0
2017102,6,9,8
2017101,8,0,9
2017100,5,9,6
2017099,0,4,6
2017098,4,0,7
2017097,7,4,9
2017096,4,7,0
2017095,5,9,3
2017094,5,7,3
2017093,8,4,0
2017092,3,0,5
2017091,3,4,1
2017090,3,9,0
2017089,5,1,8
2017088,3,6,6
2017087,3,7,7
2017086,6,9,7
2017085,5,6,0
2017084,8,2,2
2017083,1,0,5
2017082,6,2,5
2017081,1,2,9
2017080,7,3,5
2017079,4,8,7
2017078,4,4,9
2017077,0,2,0
2017076,0,7,4
2017075,7,8,7
2017074,5,7,6
2017073,0,7,5
2017072,1,7,4
2017071,8,8,2
2017070,2,3,1
2017069,5,1,8
2017068,9,1,0
2017067,6,4,4
2017066,3,2,2
2017065,5,7,7
2017064,1,5,8
2017063,8,6,4
2017062,9,7,5
2017061,4,5,4
2017060,8,6,8
2017059,1,4,3
2017058,2,6,2
2017057,2,4,2
2017056,1,0,2
2017055,2,7,6
2017054,7,5,4
2017053,6,5,2
2017052,7,3,1
2017051,7,0,2
2017050,2,7,8
2017049,0,3,6
2017048,5,5,7
2017047,9,4,5
2017046,5,7,0
2017045,6,7,9
2017044,8,6,1
2017043,0,5,0
2017042,0,0,0
2017041,4,8,0
2017040,8,9,9
2017039,3,9,5
2017038,1,3,4
2017037,8,9,7
2017036,6,5,0
2017035,6,2,4
2017034,3,4,8
2017033,1,1,4
2017032,2,3,7
2017031,3,7,6
2017030,1,0,7
2017029,2,7,2
2017028,1,9,3
2017027,8,7,3
2017026,2,5,9
2017025,3,5,9
2017024,7,0,9
2017023,2,5,0
2017022,0,2,8
2017021,8,5,4
2017020,8,9,3
2017019,6,0,6
2017018,3,1,5
2017017,8,1,7
2017016,4,6,9
2017015,9,5,0
2017014,2,2,1
2017013,5,8,2
2017012,1,2,5
2017011,9,0,9
2017010,9,7,6
2017009,2,0,2
2017008,1,6,9
2017007,7,8,3
2017006,8,8,8
2017005,2,4,6
2017004,3,1,7
2017003,6,5,0
2017002,7,7,9
2017001,3,6,9
2016359,8,8,3
2016358,1,1,0
2016357,4,1,5
2016356,1,2,5
2016355,9,4,2
2016354,4,2,8
2016353,0,8,4
2016352,0,1,6
2016351,8,1,8
2016350,3,8,3
2016349,0,4,9
2016348,2,8,9
2016347,8,0,6
2016346,0,2,9
2016345,5,5,9
2016344,3,6,7
2016343,2,2,5
2016342,4,4,8
2016341,1,5,1
2016340,4,9,3
2016339,2,6,2
2016338,3,0,1
2016337,2,9,9
2016336,0,9,7
2016335,5,5,0
2016334,1,8,9
2016333,0,5,4
2016332,7,7,6
2016331,9,8,3
2016330,3,1,8
2016329,2,4,4
2016328,7,0,9
2016327,8,3,1
2016326,6,9,0
2016325,9,6,1
2016324,6,6,3
2016323,8,7,7
2016322,1,5,3
2016321,8,3,2
2016320,5,2,9
2016319,5,5,7
2016318,4,7,0
2016317,2,4,3
2016316,7,7,4
2016315,8,8,8
2016314,1,5,7
2016313,3,7,3
2016312,1,1,3
2016311,3,9,8
2016310,0,4,5
2016309,8,3,0
2016308,7,4,3
2016307,9,9,7
2016306,0,7,3
2016305,7,4,4
2016304,8,5,6
2016303,8,0,1
2016302,6,5,6
2016301,5,7,2
2016300,8,0,5
2016299,0,4,5
2016298,6,5,1
2016297,1,6,0
2016296,7,8,4
2016295,7,8,9
2016294,3,3,4
2016293,3,2,6
2016292,5,0,7
2016291,1,3,7
2016290,4,3,0
2016289,3,5,9
2016288,0,1,0
2016287,6,2,1
2016286,9,0,7
2016285,8,4,8
2016284,1,4,3
2016283,7,4,0
2016282,6,2,6
2016281,9,9,8
2016280,3,7,8
2016279,6,2,4
2016278,4,3,5
2016277,0,8,5
2016276,2,7,7
2016275,8,7,4
2016274,8,8,3
2016273,5,6,5
2016272,3,7,3
2016271,4,4,3
2016270,4,1,1
2016269,8,6,0
2016268,1,0,5
2016267,9,8,9
2016266,9,1,4
2016265,5,2,5
2016264,8,9,8
2016263,4,8,9
2016262,6,5,9
2016261,0,4,9
2016260,0,6,1
2016259,3,2,8
2016258,2,6,6
2016257,9,7,6
2016256,6,2,8
2016255,4,5,1
2016254,5,6,4
2016253,2,6,5
2016252,0,5,2
2016251,8,6,0
2016250,4,1,6
2016249,1,0,9
2016248,1,3,9
2016247,4,4,1
2016246,3,1,9
2016245,7,6,0
2016244,6,9,9
2016243,4,4,6
2016242,3,9,5
2016241,4,9,9
2016240,0,8,7
2016239,5,6,0
2016238,0,3,7
2016237,5,3,1
2016236,8,9,1
2016235,5,5,4
2016234,2,0,4
2016233,6,9,4
2016232,1,3,2
2016231,4,5,8
2016230,4,9,7
2016229,3,7,8
2016228,1,8,8
2016227,6,9,8
2016226,2,8,9
2016225,2,1,2
2016224,2,7,8
2016223,2,9,7
2016222,4,0,4
2016221,8,0,8
2016220,3,6,7
2016219,4,1,0
2016218,2,3,3
2016217,0,3,8
2016216,3,3,4
2016215,1,4,4
2016214,9,4,2
2016213,1,7,3
2016212,0,3,8
2016211,6,3,4
2016210,2,7,9
2016209,0,2,3
2016208,9,5,0
2016207,5,9,6
2016206,1,7,3
2016205,4,9,9
2016204,3,2,9
2016203,9,7,5
2016202,7,8,4
2016201,3,2,0
2016200,9,3,2
2016199,3,4,7
2016198,3,0,3
2016197,9,1,5
2016196,9,0,7
2016195,6,1,0
2016194,4,0,7
2016193,6,9,5
2016192,6,6,1
2016191,3,0,8
2016190,8,2,3
2016189,7,9,0
2016188,0,9,9
2016187,1,3,9
2016186,6,1,8
2016185,3,8,0
2016184,7,0,3
2016183,6,9,5
2016182,4,8,9
2016181,8,6,9
2016180,6,5,9
2016179,3,8,7
2016178,2,4,4
2016177,1,9,5
2016176,7,1,2
2016175,6,4,1
2016174,0,0,7
2016173,6,9,5
2016172,3,2,3
2016171,5,9,8
2016170,9,0,9
2016169,7,0,6
2016168,1,1,9
2016167,2,4,9
2016166,3,9,6
2016165,0,4,1
2016164,2,7,3
2016163,0,3,3
2016162,6,3,4
2016161,0,4,1
2016160,0,1,7
2016159,6,9,1
2016158,9,2,0
2016157,1,5,1
2016156,2,7,8
2016155,7,8,4
2016154,8,3,9
2016153,1,7,4
2016152,4,9,8
2016151,3,3,6
2016150,9,1,2
2016149,7,5,3
2016148,8,1,3
2016147,9,8,9
2016146,7,6,1
2016145,9,4,1
2016144,6,2,5
2016143,5,0,3
2016142,4,3,5
2016141,6,8,8
2016140,7,8,7
2016139,2,5,0
2016138,5,6,0
2016137,3,9,3
2016136,6,1,9
2016135,7,3,2
2016134,1,0,7
2016133,6,9,1
2016132,4,5,3
2016131,7,5,3
2016130,8,6,2
2016129,6,4,1
2016128,1,2,3
2016127,9,5,7
2016126,1,3,4
2016125,5,9,4
2016124,9,1,4
2016123,7,0,8
2016122,7,6,2
2016121,8,4,3
2016120,9,3,6
2016119,3,0,8
2016118,7,0,3
2016117,3,2,6
2016116,4,2,5
2016115,6,3,1
2016114,9,8,1
2016113,6,7,9
2016112,3,4,0
2016111,3,3,6
2016110,6,5,0
2016109,1,0,0
2016108,4,8,0
2016107,2,3,8
2016106,0,4,3
2016105,6,9,9
2016104,9,0,0
2016103,1,2,6
2016102,2,8,2
2016101,0,6,1
2016100,5,5,1
2016099,2,1,7
2016098,4,1,4
2016097,5,3,2
2016096,3,4,8
2016095,7,0,4
2016094,8,2,4
2016093,6,2,2
2016092,8,7,5
2016091,4,0,5
2016090,9,5,4
2016089,1,1,1
2016088,4,7,3
2016087,0,9,9
2016086,2,4,9
2016085,9,6,7
2016084,2,8,2
2016083,2,8,9
2016082,6,4,0
2016081,6,3,5
2016080,2,6,1
2016079,0,7,5
2016078,9,0,8
2016077,7,1,7
2016076,6,4,4
2016075,8,4,5
2016074,7,7,7
2016073,8,1,5
2016072,0,2,0
2016071,6,5,0
2016070,8,9,6
2016069,6,4,3
2016068,0,7,5
2016067,0,0,1
2016066,1,8,1
2016065,4,5,0
2016064,0,6,2
2016063,3,5,6
2016062,8,0,3
2016061,7,5,4
2016060,0,3,9
2016059,7,4,1
2016058,1,2,6
2016057,5,4,3
2016056,9,4,1
2016055,5,5,3
2016054,3,2,8
2016053,9,4,9
2016052,6,4,1
2016051,5,2,8
2016050,7,3,1
2016049,7,3,9
2016048,8,5,1
2016047,6,0,6
2016046,3,8,3
2016045,6,9,2
2016044,0,1,0
2016043,5,5,7
2016042,7,0,1
2016041,5,1,9
2016040,1,4,3
2016039,2,4,8
2016038,9,6,0
2016037,4,6,8
2016036,9,6,8
2016035,9,8,1
2016034,6,0,6
2016033,3,8,7
2016032,7,7,8
2016031,5,9,2
2016030,2,9,3
2016029,0,2,6
2016028,4,1,6
2016027,2,8,0
2016026,3,2,4
2016025,1,1,0
2016024,6,2,4
2016023,7,2,9
2016022,9,1,6
2016021,6,9,9
2016020,5,2,1
2016019,2,7,8
2016018,5,6,3
2016017,5,3,1
2016016,4,4,7
2016015,3,4,9
2016014,9,3,8
2016013,3,2,4
2016012,1,8,0
2016011,8,1,5
2016010,8,0,2
2016009,3,5,3
2016008,5,8,3
2016007,9,5,2
2016006,7,0,9
2016005,5,8,1
2016004,6,7,1
2016003,1,5,9
2016002,2,7,3
2016001,8,7,9
2015358,2,6,1
2015357,2,5,8
2015356,4,7,5
2015355,3,4,4
2015354,3,5,6
2015353,3,9,1
2015352,4,3,8
2015351,9,9,3
2015350,4,6,1
2015349,6,8,0
2015348,9,9,7
2015347,2,3,2
2015346,2,2,9
2015345,6,1,2
2015344,1,3,4
2015343,6,5,5
2015342,6,4,2
2015341,0,7,0
2015340,0,7,9
2015339,0,1,4
2015338,2,5,4
2015337,6,2,4
2015336,3,6,9
2015335,9,9,6
2015334,2,6,1
2015333,9,8,0
2015332,4,3,4
2015331,0,7,0
2015330,3,6,9
2015329,4,5,1
2015328,3,7,3
2015327,8,1,9
2015326,8,1,8
2015325,6,0,7
2015324,6,9,8
2015323,7,6,4
2015322,9,3,9
2015321,2,8,6
2015320,7,8,5
2015319,8,6,0
2015318,1,1,1
2015317,6,2,8
2015316,8,6,9
2015315,4,0,3
2015314,0,1,0
2015313,0,0,8
2015312,3,1,8
2015311,6,5,6
2015310,5,1,6
2015309,8,9,9
2015308,8,4,9
2015307,4,7,3
2015306,3,9,2
2015305,6,0,2
2015304,7,5,1
2015303,4,7,5
2015302,1,2,0
2015301,2,7,1
2015300,2,5,6
2015299,6,5,7
2015298,2,3,6
2015297,8,8,8
2015296,3,6,1
2015295,2,3,2
2015294,6,2,8
2015293,9,2,0
2015292,1,0,0
2015291,8,9,6
2015290,7,9,5
2015289,6,9,6
2015288,9,9,9
2015287,9,7,7
2015286,0,2,0
2015285,5,0,8
2015284,5,7,7
2015283,9,1,5
2015282,8,6,4
2015281,1,4,4
2015280,9,8,1
2015279,6,1,2
2015278,8,4,5
2015277,7,0,6
2015276,0,1,1
2015275,4,4,6
2015274,7,5,5
2015273,7,9,0
2015272,8,2,8
2015271,1,9,1
2015270,7,0,5
2015269,7,7,7
2015268,3,3,4
2015267,7,8,7
2015266,7,5,2
2015265,0,1,9
2015264,9,1,4
2015263,0,8,2
2015262,9,6,3
2015261,3,2,0
2015260,1,1,8
2015259,0,6,4
2015258,5,5,5
2015257,8,8,9
2015256,7,2,2
2015255,8,3,5
2015254,1,7,8
2015253,5,1,4
2015252,9,6,7
2015251,6,6,8
2015250,8,7,3
2015249,3,1,9
2015248,9,9,5
2015247,4,9,8
2015246,3,1,3
2015245,8,3,1
2015244,8,8,7
2015243,8,9,9
2015242,7,6,4
2015241,9,5,7
2015240,4,6,2
2015239,8,9,9
2015238,2,6,7
2015237,1,0,7
2015236,2,6,4
2015235,1,0,7
2015234,4,5,4
2015233,4,3,2
2015232,8,1,1
2015231,6,8,3
2015230,9,5,2
2015229,6,7,1
2015228,2,9,0
2015227,1,8,7
2015226,1,4,5
2015225,2,3,4
2015224,8,1,0
2015223,8,0,1
2015222,5,5,0
2015221,0,6,5
2015220,8,8,4
2015219,5,6,6
2015218,1,9,9
2015217,3,6,5
2015216,0,5,3
2015215,2,1,6
2015214,2,4,1
2015213,2,0,5
2015212,8,9,6
2015211,7,0,1
2015210,5,0,8
2015209,5,4,7
2015208,2,5,3
2015207,6,3,5
2015206,0,9,0
2015205,3,1,3
2015204,6,4,4
2015203,9,8,8
2015202,9,2,5
2015201,9,0,5
2015200,5,5,3
2015199,1,3,1
2015198,5,7,7
2015197,5,8,0
2015196,8,1,3
2015195,7,8,1
2015194,6,5,1
2015193,4,1,6
2015192,7,7,4
2015191,7,1,3
2015190,4,0,8
2015189,2,2,4
2015188,6,6,3
2015187,8,7,8
2015186,5,1,9
2015185,8,7,0
2015184,1,1,9
2015183,7,3,1
2015182,4,1,7
2015181,2,8,1
2015180,7,0,2
2015179,3,8,1
2015178,1,4,1
2015177,6,0,5
2015176,7,7,3
2015175,7,4,3
2015174,5,0,3
2015173,4,9,8
2015172,8,6,4
2015171,6,7,2
2015170,3,1,3
2015169,5,1,1
2015168,3,0,6
2015167,6,0,1
2015166,1,8,9
2015165,5,6,7
2015164,1,3,3
2015163,0,3,0
2015162,0,3,9
2015161,8,2,3
2015160,2,9,7
2015159,8,4,7
2015158,0,3,7
2015157,2,2,2
2015156,8,2,7
2015155,1,8,8
2015154,4,1,1
2015153,4,5,1
2015152,6,6,0
2015151,4,3,0
2015150,2,7,5
2015149,0,2,2
2015148,7,5,0
2015147,3,3,1
2015146,4,6,1
2015145,1,9,7
2015144,9,8,0
2015143,8,8,0
2015142,3,6,0
2015141,8,1,2
2015140,7,5,5
2015139,3,3,9
2015138,1,8,2
2015137,2,3,9
2015136,3,7,8
2015135,2,3,1
2015134,6,6,1
2015133,0,0,1
2015132,6,8,5
2015131,4,7,1
