2015130,2,1,8
2015129,0,5,5
2015128,3,1,3
2015127,0,9,7
2015126,9,7,1
2015125,2,5,9
2015124,5,9,9
2015123,2,4,0
2015122,2,7,4
2015121,2,2,7
2015120,7,8,4
2015119,0,7,9
2015118,6,0,7
2015117,7,1,6
2015116,7,7,1
2015115,5,9,8
2015114,8,4,4
2015113,4,0,5
2015112,4,5,1
2015111,8,7,1
2015110,9,8,8
2015109,4,7,4
2015108,7,5,8
2015107,4,1,5
2015106,2,4,1
2015105,1,3,9
2015104,6,7,4
2015103,7,7,6
2015102,9,3,6
2015101,4,3,8
2015100,8,8,7
2015099,3,2,6
2015098,3,0,9
2015097,2,6,8
2015096,7,9,6
2015095,7,4,6
2015094,5,6,5
2015093,3,6,7
2015092,6,3,4
2015091,3,4,9
2015090,8,9,9
2015089,8,3,6
2015088,9,5,5
2015087,3,1,4
2015086,4,7,2
2015085,9,4,7
2015084,7,1,8
2015083,1,7,8
2015082,0,6,9
2015081,2,2,4
2015080,8,1,0
2015079,6,2,2
2015078,4,9,1
2015077,3,0,1
2015076,2,8,8
2015075,4,9,0
2015074,8,4,0
2015073,6,8,0
2015072,5,6,1
2015071,8,0,7
2015070,1,9,6
2015069,1,5,8
2015068,7,5,7
2015067,4,4,2
2015066,6,8,8
2015065,7,9,9
2015064,3,6,8
2015063,5,4,7
2015062,8,2,7
2015061,2,8,5
2015060,6,4,0
2015059,8,8,9
2015058,5,6,9
2015057,8,5,6
2015056,7,8,3
2015055,4,6,4
2015054,3,9,5
2015053,6,2,2
2015052,1,9,7
2015051,1,6,3
2015050,6,8,3
2015049,0,4,3
2015048,4,7,2
2015047,7,9,9
2015046,6,3,6
2015045,6,5,6
2015044,8,6,1
2015043,2,2,4
2015042,5,2,1
2015041,7,9,4
2015040,0,7,6
2015039,0,9,4
2015038,0,4,3
2015037,8,3,3
2015036,2,7,5
2015035,7,4,4
2015034,1,7,8
2015033,1,5,0
2015032,7,1,1
2015031,1,1,7
2015030,2,7,8
2015029,3,6,7
2015028,2,8,3
2015027,4,5,2
2015026,0,6,8
2015025,2,1,8
2015024,8,7,5
2015023,3,2,5
2015022,9,8,2
2015021,7,0,0
2015020,7,3,1
2015019,9,0,9
2015018,9,0,2
2015017,0,2,7
2015016,6,5,6
2015015,2,0,7
2015014,4,0,2
2015013,7,6,4
2015012,0,4,7
2015011,6,6,0
2015010,5,9,9
2015009,7,3,0
2015008,9,1,9
2015007,0,5,5
2015006,0,5,3
2015005,0,3,1
2015004,9,3,7
2015003,0,2,9
2015002,0,4,7
2015001,2,4,5
2014357,6,1,0
2014356,3,7,1
2014355,7,7,3
2014354,7,1,3
2014353,5,1,5
2014352,7,2,7
2014351,5,0,5
2014350,2,2,3
2014349,7,7,1
2014348,5,2,2
2014347,9,9,8
2014346,3,5,1
2014345,6,9,5
2014344,2,0,9
2014343,6,1,4
2014342,7,9,7
2014341,7,7,3
2014340,3,7,0
2014339,6,4,9
2014338,9,1,7
2014337,6,6,8
2014336,5,1,3
2014335,4,0,7
2014334,1,4,2
2014333,4,3,7
2014332,3,3,0
2014331,2,8,7
2014330,6,1,4
2014329,7,8,5
2014328,3,6,2
2014327,0,8,8
2014326,9,7,8
2014325,2,8,8
2014324,9,3,5
2014323,9,4,5
2014322,6,6,7
2014321,9,7,4
2014320,1,8,2
2014319,7,7,4
2014318,3,8,2
2014317,0,4,1
2014316,6,7,8
2014315,3,1,2
2014314,7,1,3
2014313,1,9,2
2014312,3,0,8
2014311,2,9,6
2014310,9,6,3
2014309,4,6,1
2014308,4,2,9
2014307,6,4,2
2014306,3,9,1
2014305,4,7,4
2014304,0,4,1
2014303,9,4,9
2014302,6,0,5
2014301,2,1,3
2014300,6,0,5
2014299,5,5,7
2014298,0,1,1
2014297,1,6,1
2014296,9,2,4
2014295,8,2,9
2014294,8,1,7
2014293,0,8,1
2014292,8,0,2
2014291,0,7,3
2014290,0,7,6
2014289,4,7,5
2014288,1,0,0
2014287,7,3,8
2014286,6,6,7
2014285,1,3,9
2014284,6,7,0
2014283,1,5,0
2014282,6,8,4
2014281,3,3,9
2014280,5,2,4
2014279,0,6,6
2014278,2,0,9
2014277,6,6,9
2014276,4,6,0
2014275,8,9,7
2014274,3,6,1
2014273,3,7,0
2014272,4,7,8
2014271,3,9,2
2014270,2,7,5
2014269,9,4,2
2014268,6,2,1
2014267,1,6,2
2014266,5,8,2
2014265,5,0,2
2014264,3,9,5
2014263,3,0,4
2014262,9,4,1
2014261,9,8,8
2014260,5,7,8
2014259,5,5,1
2014258,7,1,8
2014257,1,9,4
2014256,7,6,7
2014255,3,9,5
2014254,0,3,1
2014253,2,9,8
2014252,9,0,2
2014251,4,2,4
2014250,1,8,0
2014249,2,8,1
2014248,7,0,8
2014247,7,1,4
2014246,6,2,7
2014245,6,0,8
2014244,1,2,2
2014243,8,7,6
2014242,1,2,4
2014241,1,4,3
2014240,4,1,1
2014239,5,5,2
2014238,4,2,5
2014237,2,6,0
2014236,4,3,0
2014235,3,3,0
2014234,5,8,0
2014233,2,8,3
2014232,1,1,9
2014231,8,0,3
2014230,6,8,8
2014229,6,8,1
2014228,8,5,5
2014227,7,0,3
2014226,6,7,5
2014225,9,0,2
2014224,6,8,9
2014223,4,4,4
2014222,6,7,2
2014221,3,8,4
2014220,6,2,8
2014219,8,5,9
2014218,2,3,8
2014217,3,5,4
2014216,9,3,8
2014215,1,7,5
2014214,7,7,0
2014213,4,4,7
2014212,5,5,3
2014211,6,9,7
2014210,5,8,5
2014209,1,9,4
2014208,2,4,1
2014207,2,5,8
2014206,6,5,7
2014205,2,7,2
2014204,2,8,4
2014203,6,4,8
2014202,6,2,7
2014201,3,6,3
2014200,5,8,3
2014199,6,4,8
2014198,9,8,0
2014197,8,3,2
2014196,8,8,3
2014195,8,9,5
2014194,6,2,6
2014193,5,3,1
2014192,2,0,8
2014191,4,1,1
2014190,5,9,7
2014189,8,5,8
2014188,9,6,5
2014187,8,7,6
2014186,2,8,4
2014185,6,3,6
2014184,3,9,7
2014183,9,8,7
2014182,8,0,4
2014181,8,0,6
2014180,1,9,9
2014179,1,3,0
2014178,0,7,7
2014177,2,6,0
2014176,6,8,5
2014175,3,4,7
2014174,6,5,9
2014173,3,5,9
2014172,8,4,3
2014171,6,3,1
2014170,6,3,0
2014169,2,7,9
2014168,4,8,1
2014167,9,8,6
2014166,3,1,6
2014165,4,6,6
2014164,3,4,1
2014163,6,6,8
2014162,5,8,7
2014161,9,4,6
2014160,0,4,5
2014159,3,1,2
2014158,4,1,1
2014157,5,7,5
2014156,4,1,9
2014155,6,7,7
2014154,1,1,5
2014153,3,9,2
2014152,8,2,1
2014151,3,9,1
2014150,1,0,7
2014149,2,6,2
2014148,1,8,0
2014147,5,7,8
2014146,3,6,7
2014145,6,1,2
2014144,0,7,7
2014143,2,4,4
2014142,5,9,4
2014141,9,2,1
2014140,9,0,1
2014139,7,6,4
2014138,5,8,7
2014137,1,6,9
2014136,8,4,0
2014135,4,0,9
2014134,0,8,5
2014133,6,5,0
2014132,1,3,9
2014131,8,7,0
2014130,2,1,1
2014129,1,4,5
2014128,7,8,0
2014127,3,4,1
2014126,5,8,8
2014125,8,5,2
2014124,7,0,1
2014123,3,1,5
2014122,4,9,9
2014121,7,4,3
2014120,7,5,8
2014119,3,8,3
2014118,1,8,2
2014117,8,2,9
2014116,9,1,0
2014115,6,4,5
2014114,2,4,3
2014113,1,2,4
2014112,4,2,9
2014111,4,8,7
2014110,7,6,8
2014109,9,6,5
2014108,9,6,0
2014107,6,6,9
2014106,9,7,0
2014105,6,1,3
2014104,9,5,7
2014103,2,5,0
2014102,3,5,2
2014101,8,9,2
2014100,1,7,0
2014099,2,8,6
2014098,5,4,8
2014097,3,8,9
2014096,7,3,8
2014095,5,5,3
2014094,2,8,5
2014093,9,9,8
2014092,3,0,3
2014091,4,9,5
2014090,4,8,2
2014089,5,0,6
2014088,4,0,4
2014087,0,3,0
2014086,0,5,6
2014085,6,2,3
2014084,5,5,8
2014083,5,2,1
2014082,9,3,4
2014081,5,4,4
2014080,6,7,0
2014079,2,0,6
2014078,6,3,0
2014077,7,1,2
2014076,5,5,9
2014075,1,4,6
2014074,9,2,1
2014073,0,3,6
2014072,6,6,2
2014071,5,3,7
2014070,9,1,1
2014069,6,5,2
2014068,9,6,8
2014067,0,7,2
2014066,6,9,3
2014065,2,0,8
2014064,3,6,1
2014063,7,4,2
2014062,3,0,0
2014061,8,1,9
2014060,9,7,7
2014059,8,7,1
2014058,2,1,0
2014057,5,0,2
2014056,3,8,6
2014055,7,6,1
2014054,2,5,7
2014053,7,0,0
2014052,7,9,3
2014051,3,1,0
2014050,7,5,7
2014049,3,9,2
2014048,2,1,4
2014047,9,0,3
2014046,2,4,8
2014045,2,3,6
2014044,5,8,5
2014043,8,5,4
2014042,1,5,6
2014041,7,0,2
2014040,0,6,8
2014039,4,7,8
2014038,0,0,4
2014037,8,0,9
2014036,6,3,0
2014035,7,2,3
2014034,3,3,5
2014033,4,4,4
2014032,2,5,6
2014031,2,0,4
2014030,4,8,8
2014029,6,1,8
2014028,8,0,5
2014027,7,7,4
2014026,3,0,0
2014025,6,8,3
2014024,3,4,4
2014023,3,0,3
2014022,9,6,9
2014021,8,7,5
2014020,0,8,7
2014019,6,1,0
2014018,4,7,4
2014017,0,5,7
2014016,2,2,4
